NCT_Number,Study_Title,Study_Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder_Type,Study_Type,Study_Design,Start_Date,Primary_Completion_Date,Completion_Date,First_Posted,Last_Update_Posted,Locations
NCT05662332,A Study of Insulin Efsitora Alfa (LY3209590) Compared to Glargine in Adult Participants With Type 2 Diabetes Who Are Starting Basal Insulin for the First Time (QWINT-1),COMPLETED,Type 2 Diabetes|T2D,DRUG: Insulin Efsitora Alfa|DRUG: Insulin Glargine,Eli Lilly and Company,,ALL,"ADULT, OLDER_ADULT",PHASE3,795,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,14-01-2023,19-07-2024,19-07-2024,22-12-2022,06-08-2025,"Cahaba Research, Birmingham, Alabama, 35242, United States|Syed Research Consultants Llc, Sheffield, Alabama, 35660, United States|AMCR Institute, Escondido, California, 92025, United States|Velocity Clinical Research, Gardena, Gardena, California, 90247, United States|National Research Institute - Huntington Park, Huntington Park, California, 90255, United States|National Research Institute - Wilshire, Los Angeles, California, 90057, United States|Diabetes Associates Medical Group, Orange, California, 92868, United States|Encompass Clinical Research, Spring Valley, California, 91978, United States|Millennium Clinical Trials, Thousand Oaks, California, 93065, United States|University Clinical Investigators, Inc., Tustin, California, 92780, United States|Diablo Clinical Research, Inc., Walnut Creek, California, 94598, United States|University of Colorado Anschutz Medical Campus, Aurora, Colorado, 80045, United States|Chase Medical Research, LLC, Waterbury, Connecticut, 06708, United States|Clinical Research of West Florida, Inc. (Clearwater), Clearwater, Florida, 33765, United States|Suncoast Research Group, Miami, Florida, 33135, United States|Clinical Research of West Florida, Tampa, Florida, 33606, United States|Center for Advanced Research & Education, Gainesville, Georgia, 30501, United States|Pacific Diabetes & Endocrine Center, Honolulu, Hawaii, 96813, United States|Central Illinois Diabetes and Clinical Research a Division of Prairie Education and Research Cooperative, Springfield, Illinois, 62711, United States|American Health Network of Indiana, LLC - Franklin, Franklin, Indiana, 46131, United States|American Health Network of Indiana, LLC - Muncie, Muncie, Indiana, 47304, United States|Iowa Diabetes and Endocrinology Research Center, West Des Moines, Iowa, 50265, United States|Arcturus Healthcare , PLC, Troy Internal Medicine Research Division, Troy, Michigan, 48098, United States|Clinvest Research LLC, Springfield, Missouri, 65807, United States|University Of Nebraska Medical Center, Omaha, Nebraska, 68198-4130, United States|Mid Hudson Medical Research, New Windsor, New York, 12553, United States|Meridian Clinical Research, LLC, Vestal, New York, 13850, United States|Intend Research, LLC, Norman, Oklahoma, 73069, United States|Decpa, Llc, Feasterville-Trevose, Pennsylvania, 19053, United States|Office 18, Pittsburgh, Pennsylvania, 15236, United States|WR-Clinsearch, LLC, Chattanooga, Tennessee, 37421, United States|Private Practice - Dr. Osvaldo A. Brusco, Corpus Christi, Texas, 78414, United States|Dallas Diabetes Research Center, Dallas, Texas, 75230, United States|Prime Revival Research Institute, Flower Mound, Texas, 75028, United States|Endocrine Associates, Houston, Texas, 77004, United States|Endocrine Ips, Pllc, Houston, Texas, 77079, United States|North Hills Family Medicine/North Hills Medical Research, North Richland Hills, Texas, 76180, United States|Texas Valley Clinical Research, Weslaco, Texas, 78596, United States|Eastside Research Associates, Redmond, Washington, 98052, United States|Centro de Investigaciones Metabólicas (CINME), Ciudad Autónoma de Buenos Aire, Buenos Aires, 1056, Argentina|Instituto de Investigaciones Clínicas Mar del Plata, Mar del Plata, Buenos Aires, 7600, Argentina|DIM Clínica Privada, Ramos Mejía, Buenos Aires, 1704, Argentina|Go Centro Medico San Nicolás, San Nicolás de los Arroyos, Buenos Aires, 2900, Argentina|Asociación de Beneficencia Hospital Sirio Libanés, Buenos Aires, Buenos Air, C1419AHN, Argentina|Stat Research S.A., Buenos Aires, Ciudad Aut, C1023AAB, Argentina|Centro Médico Viamonte, Buenos Aires, Ciudad Aut, C1120AAC, Argentina|Glenny Corp, Buenos Aires, Ciudad Aut, C1430CKE, Argentina|CEMEDIAB, C.a.b.a., Ciudad Aut, C1205AAO, Argentina|Investigaciones Medicas Imoba Srl, Buenos Aires, Ciudad Autónoma de Buenos Aire, C1056ABH, Argentina|CIPREC, Buenos Aires, Ciudad Autónoma de Buenos Aire, C1061AAS, Argentina|Centro Medico Dra. Laura Maffei- Investigacion Clinica Aplicada, Ciudad Autonoma de Buenos Aire, Ciudad Autónoma de Buenos Aire, C1425AGC, Argentina|Centro Medico Privado San Vicente Diabetes, Córdoba, Córdoba Province, 5006, Argentina|Instituto Médico Río Cuarto, Río Cuarto, Córdoba Province, 5800, Argentina|CIPADI - Centro Integral de Prevencion y Atencion en Diabetes, Godoy Cruz, Mendoza Province, M5501ARP, Argentina|Instituto Médico Fundación Grupo Colaborativo Rosario Investigación y Prevención Medica, Rosario, Santa Fe Province, 2000, Argentina|Clínica Mayo, San Miguel de Tucumán, Tucumán Province, 4000, Argentina|Fundación Respirar, Buenos Aires, C1426ABP, Argentina|CENUDIAB, Ciudad Autónoma de Buenos Aire, C1440AAD, Argentina|Centro de Diagnóstico y Rehabilitación (CEDIR), Santa Fe, 3000, Argentina|Sanatorio Norte, Santiago del Estero, 4200, Argentina|Instituto Jalisciense de Investigacion en Diabetes y Obesidad, Guadalajara, Jalisco, 04460, Mexico|Diseno y Planeacion en Investigacion Medica, Guadalajara, Jalisco, 44130, Mexico|RM Pharma Specialists, Mexico City, Mexico City, 03100, Mexico|Instituto de Diabetes, Obesidad y Nutricion, Cuernavaca, Morelos, 62250, Mexico|Hospital Universitario ""Dr. Jose Eleuterio Gonzalez"", Monterrey, Nuevo León, 64460, Mexico|Hospital Universitario ""Dr. Jose Eleuterio Gonzalez"", Monterrey, Nuevo León, 66460, Mexico|Unidad Médica para la Salud Integral, San Nicolás de los Garza, Nuevo León, 66465, Mexico|Medical Care and Research SA de CV, Mérida, Yucatán, 97070, Mexico|Investigacion En Salud Y Metabolismo Sc, Chihuahua City, 31217, Mexico|Ponce Medical School Foundation Inc., Ponce, 00716, Puerto Rico|Latin Clinical Trial Center, San Juan, 00909, Puerto Rico"
NCT03012074,Episodic to Real-Time Care in Diabetes Self-Management,COMPLETED,"Diabetes Mellitus, Type II",BEHAVIORAL: Type 2 Diabetes Self-Management,Duke University,,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: SUPPORTIVE_CARE,02-03-2017,01-05-2018,30-05-2020,06-01-2017,02-07-2020,"Duke University School of Nursing, Durham, North Carolina, 27710, United States"
NCT00151697,"LANN-study: Lantus, Amaryl, Novorapid, Novomix Study",COMPLETED,Diabetes Mellitus Type II,DRUG: Novomix 30|DRUG: Novorapid and Amaryl|DRUG: Lantus,Rijnstate Hospital,,ALL,"ADULT, OLDER_ADULT",PHASE3,150,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,2005-05,,,09-09-2005,09-08-2011,"Rijnstate Hospital, Arnhem, 6800 TA, Netherlands"
NCT02824874,CKD-396 Drug-drug Interaction Study(A) (CKD-396 DDI(A) P1),COMPLETED,"Diabetes Mellitus, Type II",DRUG: Duvie Tab. 0.5mg|DRUG: Duvie Tab. 0.5mg + Januvia Tab. 100mg,Chong Kun Dang Pharmaceutical,,MALE,"ADULT, OLDER_ADULT",PHASE1,20,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: NONE | Primary Purpose: TREATMENT,2016-04,2016-04,2016-05,07-07-2016,11-07-2016,"Chonbuk National University Hospital, Jeonju, South Korea"
NCT02854748,Evaluate the Drug-drugs Interaction Between Lobeglitazone and Empagliflozin,UNKNOWN,"Diabetes Mellitus, Type II",DRUG: Empagliflozin 25mg|DRUG: Lobeglitazone 0.5mg|DRUG: Empagliflozin 25mg/Lobeglitazone 0.5mg,Chong Kun Dang Pharmaceutical,,MALE,ADULT,PHASE1,30,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: NONE | Primary Purpose: TREATMENT,2016-08,2016-09,2016-09,03-08-2016,09-08-2016,"Dong A University Hospital, Seo-gu, Busan, 49201, South Korea"
NCT00482079,A Study of MK0431 in Patients With Type 2 Diabetes (0431-010),COMPLETED,"Diabetes Mellitus, Type II","DRUG: MK0431, sitagliptin phosphate / Duration of Treatment: 21 Weeks|DRUG: Comparator: placebo (unspecified) / Duration of Treatment: 21 Weeks",Merck Sharp & Dohme LLC,,ALL,"ADULT, OLDER_ADULT",PHASE2,743,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",13-05-2003,25-08-2004,15-06-2006,04-06-2007,28-03-2017,
NCT01552005,Description of Drug Utilization and Assessment of Impact of Saxagliptin on Health Status of Patients With Type 2 Diabetes in France,COMPLETED,Type 2 Diabetes Mellitus (T2D),DRUG: Saxagliptin,AstraZeneca,,ALL,"ADULT, OLDER_ADULT",,1000,INDUSTRY,OBSERVATIONAL,Observational Model: COHORT,2012-05,2015-06,2015-06,13-03-2012,07-06-2016,
NCT02685774,A Clinical Study to Compare the Pharmacokinetic Characteristics of CKD-395 0.25/500mg in Healthy Male Volunteers,COMPLETED,"Diabetes Mellitus, Type II","DRUG: Duvie Tab. 0.5mg, Glucophage XR Tab. 500mg|DRUG: CKD-395 0.25/500mg",Chong Kun Dang Pharmaceutical,,MALE,"ADULT, OLDER_ADULT",PHASE1,26,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: NONE | Primary Purpose: TREATMENT,2016-02,2016-03,2016-04,19-02-2016,09-08-2017,"Chonbuk National University Hospital, Jeonju, Jeollabuk-do, South Korea"
NCT02648854,Investigate the Effect of Food on the Pharmacokinetic Characteristics of CKD-395 in Healthy Male Volunteers,COMPLETED,"Diabetes Mellitus, Type II",DRUG: CKD-395 0.5(Lobeglitazone)/1000(Metformin)mg 1T|DRUG: CKD-395 0.5(Lobeglitazone)/1000(Metformin)mg 1T,Chong Kun Dang Pharmaceutical,,MALE,"ADULT, OLDER_ADULT",PHASE1,26,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: NONE | Primary Purpose: TREATMENT,2015-10,2015-10,2015-11,07-01-2016,08-02-2016,"Chonbuk National University Hospital, Deokjin-gu, Jeonju-si, Jeollabuk-do, 561-712, South Korea"
NCT02627027,A Clinical Study to Compare the Pharmacokinetic Characteristics of CKD-395 0.25/750 mg in Healthy Male Volunteers,COMPLETED,"Diabetes Mellitus, Type II","DRUG: Duvie Tab. 0.5mg, Glucodaun OR Tab. 750mg|DRUG: CKD-395 0.25/750mg",Chong Kun Dang Pharmaceutical,,MALE,"ADULT, OLDER_ADULT",PHASE1,26,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: NONE | Primary Purpose: TREATMENT,2015-08,2015-09,2015-09,10-12-2015,06-01-2016,"Chonbuk National University Hospital, Jeonju, Jeollabuk-do, South Korea"
NCT07441187,"Efficacy and Safety of Henagliflozin, Retagliptin, and Metformin Extended-Release Tablets in Chinese Patients With Type 2 Diabetes Mellitus",NOT_YET_RECRUITING,T2DM (Type 2 Diabetes Mellitus),"DRUG: Henagliflozin, Retagliptin, and Metformin Extended-Release Tablets","Xinhua Hospital, Shanghai Jiao Tong University School of Medicine",,ALL,"ADULT, OLDER_ADULT",,300,OTHER,OBSERVATIONAL,Observational Model: COHORT | Time Perspective: PROSPECTIVE,20-02-2026,31-12-2027,31-12-2027,27-02-2026,27-02-2026,
NCT07321678,"A Study to Evaluate the Efficacy, Safety, and Tolerability of ASC30 Tablets in Participants With Type 2 Diabetes Mellitus",ACTIVE_NOT_RECRUITING,T2DM (Type 2 Diabetes Mellitus),DRUG: ASC30 tablets|DRUG: Placebo,"Ascletis Pharma (China) Co., Limited",,ALL,"ADULT, OLDER_ADULT",PHASE2,100,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",22-01-2026,2026-08,2026-08,07-01-2026,30-04-2026,"Ascletis Clinical Site, Riverside, California, 92506, United States|Ascletis Clinical Site, San Jose, California, 95128, United States|Ascletis Clinical Site, Denver, Colorado, 80246, United States|Ascletis Clinical Site, Miami, Florida, 33143, United States|Ascletis Clinical Site, Miami, Florida, 33172, United States|Ascletis Clinical Site, Decatur, Georgia, 30030, United States|Ascletis Clinical Site, Springfield, Missouri, 65802, United States|Ascletis Clinical Site, San Antonio, Texas, 78240, United States"
NCT02565368,A Clinical Study to Compare the Pharmacokinetic Characteristics of CKD-395 0.5/1000 mg in Healthy Male Volunteers,COMPLETED,"Diabetes Mellitus, Type II","DRUG: Duvie Tab. 0.5mg, Glucophage XR Tab. 1000mg|DRUG: CKD-395 0.5/1000mg",Chong Kun Dang Pharmaceutical,,MALE,"ADULT, OLDER_ADULT",PHASE1,26,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: NONE | Primary Purpose: TREATMENT,2015-07,2015-08,2015-08,01-10-2015,01-10-2015,"Chonbuk National University Hospital, Jeonju, Jeollabuk-do, South Korea"
NCT01582282,Study of Metamucil on Blood Glucose and HbA1c in Type II NIDDM Subjects,TERMINATED,Non-Insulin-dependent Diabetes Mellitus,DIETARY_SUPPLEMENT: placebo|DIETARY_SUPPLEMENT: 3.4 g psyllium BID|DIETARY_SUPPLEMENT: 6.8g psyllium BID,Procter and Gamble,,ALL,"ADULT, OLDER_ADULT",PHASE4,37,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: BASIC_SCIENCE",1988-05,1990-01,1990-01,20-04-2012,15-11-2012,"University of Miami, Diabetes Unit D-1, Miami, Florida, 33136, United States|International Diabetes Center, Minneapolis, Minnesota, 55416, United States"
NCT02261545,"The Effect of n-3 Fatty Acid Supplementation on Serum Levels, and Gene Expression of type2 Diabetes Patient",UNKNOWN,Diabetes Mellitus Type II,DIETARY_SUPPLEMENT: n-3 Fatty Acid|DIETARY_SUPPLEMENT: Placebo,Tehran University of Medical Sciences,,ALL,"ADULT, OLDER_ADULT",PHASE4,88,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER) | Primary Purpose: SUPPORTIVE_CARE",2014-09,2016-01,2016-02,10-10-2014,18-11-2015,
NCT02028091,Diabetes Mellitus - A Diagnosis Trial by Means of Non Invasive Measurements,COMPLETED,Diabetes Mellitus Type II,,Medical University of Vienna,,ALL,"ADULT, OLDER_ADULT",,100,OTHER,OBSERVATIONAL,Observational Model: CASE_CONTROL | Time Perspective: PROSPECTIVE,2012-09,2013-01,2013-01,06-01-2014,07-01-2014,"Medical University of Vienna, Vienna, State of Vienna, 1090, Austria"
NCT04569214,The Efficacy and Safety of PAZ320 on PPG and Insulin Blood Levels in Type II Diabetic Patients,WITHDRAWN,Type II Diabetes,DRUG: PAZ320|OTHER: Placebo,Boston Therapeutics,,ALL,"ADULT, OLDER_ADULT",PHASE2,0,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",2012-09,2013-02,2013-02,29-09-2020,29-09-2020,"Department of Internal Medicine, Infectious Diseases and Diabetology Hopital Robert Bisson (Lisieux), Lisieux, Normandy, 14107, France"
NCT07619833,To Evaluate the Efficacy and Safety of Initial Combination Therapy With DWP16001 and DWC202518 Compared to DWP16001 Monotherapy and DWC202518 Monotherapy in Patients With Type 2 Diabetes Mellitus,NOT_YET_RECRUITING,T2DM (Type 2 Diabetes Mellitus),DRUG: DWP16001|DRUG: DWC202518|DRUG: Placebo of DWP16001|DRUG: Placebo of DWC202518,Daewoong Pharmaceutical Co. LTD.,,ALL,"ADULT, OLDER_ADULT",PHASE3,510,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",2026-06,2027-11,2027-11,02-06-2026,02-06-2026,"Kangbuk Samsung Hospital, Seoul, South Korea"
NCT07350694,Engagement of coMmunity Through Participatory Learning and Action for cOntrol and preVEntion of Type II Diabetes and Its Risk Factors,RECRUITING,Diabetes Type 2|Type II Diabetes Mellitus,BEHAVIORAL: PLA,HealthNet Transcultural Psychosocial Organization,"University of York|Khyber Medical University Peshawar|National Institute for Health Research, United Kingdom|Aga Khan University",ALL,"ADULT, OLDER_ADULT",NA,250,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: PREVENTION,24-12-2024,30-11-2026,30-09-2027,20-01-2026,20-01-2026,"HealthNet TPO, Afghanistan, Kabul, Kabul, 24000, Afghanistan"
NCT02471794,Personalized Health Planning in Shared Medical Appointments for Individuals With Type II Diabetes Pilot Study,COMPLETED,Type II Diabetes,BEHAVIORAL: Personalized Health Planning Shared Medical Appointment,Duke University,,ALL,"ADULT, OLDER_ADULT",NA,33,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: PREVENTION,2015-12,2016-09,2016-09,15-06-2015,24-01-2017,"Duke Family Medicine Center, Durham, North Carolina, 27705, United States"
NCT01728740,Bioequivalence Study for Acarbose / Metformin FDC,COMPLETED,"Diabetes Mellitus, Type II","DRUG: Acarbose/Metformin FDC (BAY81-9783)|DRUG: Acarbose (Glucobay, BAYG5421)|DRUG: Metformin",Bayer,,MALE,ADULT,PHASE1,40,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: NONE,2012-09,2012-12,2012-12,20-11-2012,19-12-2012,"Seoul, 110-744, South Korea"
NCT01794091,Detection of Diffuse Scar in Patients With Diabetes,WITHDRAWN,"Diabetes Mellitus, Type II",DRUG: Eplerenone|DRUG: Placebo,Brigham and Women's Hospital,,ALL,"ADULT, OLDER_ADULT",PHASE4,0,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: SCREENING",2013-08,2017-08,2017-08,18-02-2013,06-11-2025,"Brigham and Women's Hospital, Boston, Massachusetts, 02114, United States"
NCT07314684,GLP1-RAs Effects on Inflammatory and Endothelial Biomarkers in T2DM,RECRUITING,T2DM (Type 2 Diabetes Mellitus),DRUG: semaglutide|DRUG: Standard Treatment (Guideline-Based),Federico II University,,ALL,"ADULT, OLDER_ADULT",PHASE4,80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,08-09-2025,08-03-2027,08-03-2027,02-01-2026,02-01-2026,"Azienda Ospedaliera Sant'Anna e San Sebastiano, Caserta, Caserta, 81100, Italy|Federico II University, Naples, Napoli, 80131, Italy"
NCT01565096,Effect of Adding Vildagliptin on Beta Cell Function and Cardiovascular Risk Markers in Patients With Moderate Metabolic Control During Metformin Monotherapy,UNKNOWN,Diabetes Mellitus Type II,DRUG: Metformin|DRUG: Metformin|DRUG: Vildagliptin|DRUG: Glimepiride,ikfe-CRO GmbH,Novartis Pharmaceuticals|IKFE Institute for Clinical Research and Development,ALL,"ADULT, OLDER_ADULT",PHASE4,44,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,2011-11,2012-11,,28-03-2012,28-03-2012,"ikfe GmbH, Mainz, 55116, Germany"
NCT00231387,Rosiglitazone And Plaque Study for Type 2 Diabetes Mellitus,COMPLETED,Non-insulin-dependent Diabetes Mellitus,DRUG: rosiglitazone,GlaxoSmithKline,,ALL,"ADULT, OLDER_ADULT",PHASE3,60,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE | Primary Purpose: TREATMENT,2002-09,2005-05,2005-05,04-10-2005,23-01-2017,"GSK Clinical Trials Call Center, London, W2 1NY, United Kingdom"
NCT04270656,Liver and Metabolic Effects of Insulin Pump Therapy in Diabetics Type 2 with Non-alcoholic Hepatic Steatosis,COMPLETED,Type 2 Diabetes (T2D),PROCEDURE: Insulin pump therapy|PROCEDURE: Multi-injection treatment ( MDI ).,Nantes University Hospital,"University Hospital, Angers",ALL,"ADULT, OLDER_ADULT",NA,46,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: OTHER,05-02-2021,23-09-2024,23-09-2024,17-02-2020,17-10-2024,"CHU, Angers, 49933, France|CHU, Caen, 14033, France|CHU, Dijon, 21000, France|CHU, La Rochette, 17019, France|Hospices Civils, Lyon, 69495, France|Nantes UH, Nantes, 44093, France|CHU, Poitiers, 86000, France|CHU de Rennes, Rennes, 35203, France|CHU, Toulouse, 31059, France"
